antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"'tipologia_Posible Operacion LA', 'segm_comercial_PERSONAL'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.512,0.072,inf,0.431
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.139,inf,0.764
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.181,inf,0.846
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.181,inf,0.845
"'tipologia_Posible Operacion LA', 'segm_comercial_PERSONAL'","'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL'",0,1,0,1.0,1.521,0.073,inf,0.435
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,2.408,0.182,inf,0.849
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.168,inf,0.819
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.168,inf,0.819
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.168,inf,0.818
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA', 'cv_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.168,inf,0.818
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,2.408,0.169,inf,0.822
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.139,inf,0.765
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.139,inf,0.765
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.139,inf,0.764
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.135,inf,0.758
"'ctrl_terc_EXCLIENTE', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,2.408,0.139,inf,0.768
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.131,inf,0.751
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.131,inf,0.751
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.13,inf,0.75
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.13,inf,0.75
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,2.408,0.131,inf,0.754
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.135,inf,0.759
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.135,inf,0.759
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA'","'riesgo_pais_origen_de_recursos_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.214,0.16,inf,0.898
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.135,inf,0.758
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.135,inf,0.758
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.977,0.102,inf,0.623
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL', 'sociedad_ccial_civ_Sin Informacion'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,1.0,1.865,0.096,inf,0.585
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'tipologia_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.977,0.102,inf,0.623
"'tipologia_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.512,0.07,inf,0.427
"'motivo_ros_Operaciones intentadas', 'tipo_cli_PERSONA NATURAL', 'tipologia_Captacion ilegal de recursos', 'sociedad_ccial_civ_Sin Informacion', 'segm_comercial_PERSONAL'",'delito_fuente_Posible Operacion LA',0,0,0,1.0,2.230,0.059,inf,0.618
"'motivo_ros_Operaciones intentadas', 'segm_comercial_PERSONAL', 'tipo_cli_PERSONA NATURAL', 'tipologia_Captacion ilegal de recursos'","'delito_fuente_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,0,0,1.0,2.269,0.06,inf,0.627
"'motivo_ros_Operaciones intentadas', 'segm_comercial_PERSONAL', 'tipologia_Captacion ilegal de recursos', 'sociedad_ccial_civ_Sin Informacion'","'tipo_cli_PERSONA NATURAL', 'delito_fuente_Posible Operacion LA'",0,0,0,1.0,2.391,0.062,inf,0.652
"'motivo_ros_Operaciones intentadas', 'segm_comercial_PERSONAL', 'tipologia_Captacion ilegal de recursos'","'tipo_cli_PERSONA NATURAL', 'delito_fuente_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,0,0,1.0,2.391,0.062,inf,0.652
"'tipologia_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",1,1,1,1.0,1.512,0.171,inf,0.682
"'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.512,0.056,inf,0.406
"'tipologia_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL', 'delito_fuente_Enriquecimiento ilicito de particulares'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.512,0.056,inf,0.406
"'segm_comercial_INDEPENDIENTES', 'tipologia_Posible Operacion LA'","'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL'",0,1,0,1.0,1.521,0.046,inf,0.395
"'segm_comercial_INDEPENDIENTES', 'tipologia_Posible Operacion LA'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.512,0.045,inf,0.391
"'segm_comercial_INDEPENDIENTES', 'tipologia_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.512,0.045,inf,0.391
"'segm_comercial_INDEPENDIENTES', 'tipologia_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'","'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL'",0,1,0,1.0,1.521,0.046,inf,0.395
"'segm_comercial_INDEPENDIENTES', 'tipologia_Posible Operacion LA'","'motivo_ros_Posible Operacion LA', 'tipo_cli_PERSONA NATURAL', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.521,0.046,inf,0.395
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.865,0.101,inf,0.593
"'delito_fuente_Delitos contra el sistema financiero', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.865,0.096,inf,0.585
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.865,0.096,inf,0.585
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.865,0.096,inf,0.585
"'delito_fuente_Delitos contra el sistema financiero', 'sociedad_ccial_civ_Sin Informacion'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,1.0,1.865,0.096,inf,0.585
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.865,0.096,inf,0.585
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'tipologia_Posible Operacion LA', 'motivo_ros_Posible Operacion LA'",0,1,0,1.0,1.865,0.096,inf,0.585
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.865,0.096,inf,0.585
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'tipologia_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.977,0.102,inf,0.623
"'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL'","'motivo_ros_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,1,0,1.0,1.512,0.07,inf,0.427
"'motivo_ros_Posible Operacion LA', 'delito_fuente_Delitos contra el sistema financiero', 'tipo_cli_PERSONA NATURAL', 'sociedad_ccial_civ_Sin Informacion'",'tipologia_Posible Operacion LA',0,1,0,1.0,1.865,0.096,inf,0.585
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA'","'riesgo_pais_origen_de_recursos_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.214,0.16,inf,0.897
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.135,inf,0.758
"'motivo_ros_Operaciones intentadas', 'segm_comercial_PERSONAL', 'tipologia_Captacion ilegal de recursos', 'sociedad_ccial_civ_Sin Informacion'",'delito_fuente_Posible Operacion LA',0,0,0,1.0,2.230,0.059,inf,0.618
"'cv_MEDIO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_Sin Informacion', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,6.495,0.115,inf,0.979
"'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_Sin Informacion', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,6.495,0.13,inf,0.999
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'pais_residencia1_COLOMBIA'","'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'",0,0,0,1.0,6.495,0.13,inf,0.999
"'cv_MEDIO', 'pais_origen_recursos1_Sin Informacion'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.114,inf,0.953
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'cv_MEDIO'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.114,inf,0.953
"'cv_MEDIO', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.112,inf,0.95
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'cv_MEDIO', 'riesgo_pais_residencia_MEDIO'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.112,inf,0.95
"'cv_MEDIO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.111,inf,0.949
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'cv_MEDIO', 'pais_residencia1_COLOMBIA'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.111,inf,0.949
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'cv_MEDIO', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.111,inf,0.949
"'cv_MEDIO', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.111,inf,0.949
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'cv_MEDIO', 'pais_residencia1_COLOMBIA'","'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'",0,0,0,1.0,6.495,0.115,inf,0.979
"'estado_cli_INACTIVO', 'pais_origen_recursos1_Sin Informacion'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.086,inf,0.917
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,2.408,0.136,inf,0.761
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.086,inf,0.917
"'estado_cli_INACTIVO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.086,inf,0.917
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'pais_residencia1_COLOMBIA'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.086,inf,0.917
"'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.086,inf,0.917
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.086,inf,0.917
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.086,inf,0.917
"'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.086,inf,0.917
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'pais_residencia1_COLOMBIA'","'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'",0,0,0,1.0,6.495,0.088,inf,0.945
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'","'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",0,0,0,1.0,6.529,0.089,inf,0.946
"'estado_cli_INACTIVO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_Sin Informacion', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,6.495,0.088,inf,0.945
"'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'","'riesgo_pais_origen_de_recursos_Sin Informacion', 'pais_residencia1_COLOMBIA'",0,0,0,1.0,6.529,0.089,inf,0.946
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.126,inf,0.969
"'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.126,inf,0.969
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'pais_residencia1_COLOMBIA'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.126,inf,0.969
"'pais_origen_recursos1_Sin Informacion', 'pais_residencia1_COLOMBIA'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.126,inf,0.969
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.135,inf,0.758
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.214,0.16,inf,0.897
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.135,inf,0.758
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,2.408,0.136,inf,0.761
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.214,0.16,inf,0.897
"'ctrl_terc_EXCLIENTE', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_MEDIO', 'riesgo_pais_residencia_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.235,0.16,inf,0.9
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.127,inf,0.745
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_origen_de_recursos_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.127,inf,0.745
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA'","'riesgo_pais_origen_de_recursos_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.214,0.151,inf,0.882
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'cv_MEDIO'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.127,inf,0.745
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.127,inf,0.745
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.127,inf,0.745
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'cv_MEDIO'","'riesgo_pais_origen_de_recursos_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.214,0.15,inf,0.881
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.127,inf,0.745
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.214,0.15,inf,0.881
"'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.127,inf,0.745
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,2.408,0.128,inf,0.748
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.127,inf,0.745
"'riesgo_pais_origen_de_recursos_MEDIO', 'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'","'estado_cli_INACTIVO', 'riesgo_pais_residencia_MEDIO'",0,0,0,1.0,2.408,0.128,inf,0.748
"'pais_residencia1_COLOMBIA', 'pais_origen_recursos1_COLOMBIA', 'riesgo_pais_residencia_MEDIO', 'cv_MEDIO', 'ctrl_terc_EXCLIENTE'","'riesgo_pais_origen_de_recursos_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.214,0.15,inf,0.881
"'ctrl_terc_EXCLIENTE', 'cv_MEDIO', 'pais_origen_recursos1_COLOMBIA', 'pais_residencia1_COLOMBIA'","'riesgo_pais_origen_de_recursos_MEDIO', 'riesgo_pais_residencia_MEDIO', 'estado_cli_INACTIVO'",0,0,0,1.0,3.235,0.151,inf,0.884
"'riesgo_pais_residencia_MEDIO', 'pais_origen_recursos1_Sin Informacion'",'riesgo_pais_origen_de_recursos_Sin Informacion',0,0,0,1.0,5.579,0.126,inf,0.97
"'riesgo_pais_origen_de_recursos_Sin Informacion', 'riesgo_pais_residencia_MEDIO'",'pais_origen_recursos1_Sin Informacion',0,0,0,1.0,5.579,0.126,inf,0.97
"'motivo_ros_Operaciones intentadas', 'segm_comercial_PERSONAL', 'tipologia_Captacion ilegal de recursos'","'delito_fuente_Posible Operacion LA', 'sociedad_ccial_civ_Sin Informacion'",0,0,0,1.0,2.269,0.06,inf,0.627
"'ctrl_terc_EXCLIENTE', 'riesgo_pais_residencia_MEDIO', 'pais_residencia1_COLOMBIA'",'estado_cli_INACTIVO',0,0,0,1.0,2.393,0.181,inf,0.845
